instrument,uuid4,file_path,test_train_val,new_file_path,effect_applied,wet_dry,parameter,parameter_value,split
clarinet,0d12be16-23e2-5938-ff70-b90a47dfd87f,./Medley-solos-DB/Medley-solos-DB_validation-0_0d12be16-23e2-5938-ff70-b90a47dfd87f.wav,train,distortion\distortion_0d12be16-23e2-5938-ff70-b90a47dfd87f.wav,distortion,0.3048,drive_db:high,"{'drive_db': 22.647037365047876, 'mix': 0.30481009513465424}",train
trumpet,20391dbc-946f-5263-fb1c-31a67c8fa64e,./Medley-solos-DB/Medley-solos-DB_test-6_20391dbc-946f-5263-fb1c-31a67c8fa64e.wav,train,distortion\distortion_20391dbc-946f-5263-fb1c-31a67c8fa64e.wav,distortion,0.4465,drive_db:low,"{'drive_db': 14.00616364839958, 'mix': 0.446479086650997}",train
trumpet,c1c2111c-4ba2-5c1b-ff13-463ba47f4800,./Medley-solos-DB/Medley-solos-DB_validation-6_c1c2111c-4ba2-5c1b-ff13-463ba47f4800.wav,train,distortion\distortion_c1c2111c-4ba2-5c1b-ff13-463ba47f4800.wav,distortion,0.3888,drive_db:mid,"{'drive_db': 16.75290148758533, 'mix': 0.38875811469586663}",train
clarinet,f59a2fe7-57ee-5d53-f954-47c829f65697,./Medley-solos-DB/Medley-solos-DB_test-0_f59a2fe7-57ee-5d53-f954-47c829f65697.wav,train,distortion\distortion_f59a2fe7-57ee-5d53-f954-47c829f65697.wav,distortion,0.4471,drive_db:high,"{'drive_db': 22.130120516739733, 'mix': 0.44711307439184644}",train
tenor saxophone,4316a132-291e-5211-f009-3ef890f30238,./Medley-solos-DB/Medley-solos-DB_test-5_4316a132-291e-5211-f009-3ef890f30238.wav,train,distortion\distortion_4316a132-291e-5211-f009-3ef890f30238.wav,distortion,0.4697,drive_db:low,"{'drive_db': 15.85781484317243, 'mix': 0.4696551096008583}",train
tenor saxophone,4592a6a0-de3f-5301-f821-727db51f0f7d,./Medley-solos-DB/Medley-solos-DB_test-5_4592a6a0-de3f-5301-f821-727db51f0f7d.wav,train,distortion\distortion_4592a6a0-de3f-5301-f821-727db51f0f7d.wav,distortion,0.4167,drive_db:mid,"{'drive_db': 18.4860736809198, 'mix': 0.41672813496696187}",train
trumpet,adca47d5-d611-5155-fa94-76dd6a02f725,./Medley-solos-DB/Medley-solos-DB_test-6_adca47d5-d611-5155-fa94-76dd6a02f725.wav,train,distortion\distortion_adca47d5-d611-5155-fa94-76dd6a02f725.wav,distortion,0.4090,drive_db:high,"{'drive_db': 22.41274677229068, 'mix': 0.40903572853195475}",train
tenor saxophone,87cef8db-5fcf-599c-f756-769ef5557d81,./Medley-solos-DB/Medley-solos-DB_test-5_87cef8db-5fcf-599c-f756-769ef5557d81.wav,train,distortion\distortion_87cef8db-5fcf-599c-f756-769ef5557d81.wav,distortion,0.4397,drive_db:low,"{'drive_db': 12.237451521035695, 'mix': 0.439659278917641}",train
clarinet,c176a51b-7b97-5a08-f807-5db12d8cc200,./Medley-solos-DB/Medley-solos-DB_test-0_c176a51b-7b97-5a08-f807-5db12d8cc200.wav,train,distortion\distortion_c176a51b-7b97-5a08-f807-5db12d8cc200.wav,distortion,0.4025,drive_db:mid,"{'drive_db': 18.86534720051841, 'mix': 0.40249607245340546}",train
clarinet,5dec528d-1a87-590a-f8dd-c060e514ad23,./Medley-solos-DB/Medley-solos-DB_validation-0_5dec528d-1a87-590a-f8dd-c060e514ad23.wav,train,distortion\distortion_5dec528d-1a87-590a-f8dd-c060e514ad23.wav,distortion,0.4345,drive_db:high,"{'drive_db': 23.481550421610173, 'mix': 0.4344873605513357}",train
tenor saxophone,063f716b-0afb-5b5a-fc40-7b56a1410774,./Medley-solos-DB/Medley-solos-DB_test-5_063f716b-0afb-5b5a-fc40-7b56a1410774.wav,train,distortion\distortion_063f716b-0afb-5b5a-fc40-7b56a1410774.wav,distortion,0.3039,drive_db:low,"{'drive_db': 13.450658631428068, 'mix': 0.30393887071972686}",train
clarinet,05494430-baf2-5e9e-f671-5a0750c14aac,./Medley-solos-DB/Medley-solos-DB_test-0_05494430-baf2-5e9e-f671-5a0750c14aac.wav,train,distortion\distortion_05494430-baf2-5e9e-f671-5a0750c14aac.wav,distortion,0.3704,drive_db:mid,"{'drive_db': 16.23664658599072, 'mix': 0.37035965232835727}",train
trumpet,8e72f866-5918-59a5-f808-022d64659bdf,./Medley-solos-DB/Medley-solos-DB_test-6_8e72f866-5918-59a5-f808-022d64659bdf.wav,train,distortion\distortion_8e72f866-5918-59a5-f808-022d64659bdf.wav,distortion,0.3334,drive_db:high,"{'drive_db': 21.848421300794733, 'mix': 0.333374223901685}",train
trumpet,62b67494-69cd-5345-f403-5abb413d915a,./Medley-solos-DB/Medley-solos-DB_test-6_62b67494-69cd-5345-f403-5abb413d915a.wav,train,distortion\distortion_62b67494-69cd-5345-f403-5abb413d915a.wav,distortion,0.3460,drive_db:low,"{'drive_db': 12.757313225690528, 'mix': 0.34604227175586727}",train
tenor saxophone,db3637db-f077-5a65-fbd7-7f29b1ffd325,./Medley-solos-DB/Medley-solos-DB_training-5_db3637db-f077-5a65-fbd7-7f29b1ffd325.wav,train,distortion\distortion_db3637db-f077-5a65-fbd7-7f29b1ffd325.wav,distortion,0.4543,drive_db:mid,"{'drive_db': 19.12205335830509, 'mix': 0.4542575681903543}",train
trumpet,55890c7b-6c67-59e8-f065-d379803e1f0d,./Medley-solos-DB/Medley-solos-DB_test-6_55890c7b-6c67-59e8-f065-d379803e1f0d.wav,train,distortion\distortion_55890c7b-6c67-59e8-f065-d379803e1f0d.wav,distortion,0.3345,drive_db:high,"{'drive_db': 21.531755941655113, 'mix': 0.33447287631687916}",train
trumpet,294f206a-c78d-50bd-f69a-81710c71c704,./Medley-solos-DB/Medley-solos-DB_test-6_294f206a-c78d-50bd-f69a-81710c71c704.wav,train,distortion\distortion_294f206a-c78d-50bd-f69a-81710c71c704.wav,distortion,0.3174,drive_db:low,"{'drive_db': 12.443633540253877, 'mix': 0.31742586240943466}",train
tenor saxophone,fabe09e9-30c3-560e-f47f-fa3e7c6ba831,./Medley-solos-DB/Medley-solos-DB_test-5_fabe09e9-30c3-560e-f47f-fa3e7c6ba831.wav,train,distortion\distortion_fabe09e9-30c3-560e-f47f-fa3e7c6ba831.wav,distortion,0.3091,drive_db:mid,"{'drive_db': 17.56511700359749, 'mix': 0.30910848666422386}",train
trumpet,33769d9d-4b07-5139-fe54-8f073b385b17,./Medley-solos-DB/Medley-solos-DB_training-6_33769d9d-4b07-5139-fe54-8f073b385b17.wav,train,distortion\distortion_33769d9d-4b07-5139-fe54-8f073b385b17.wav,distortion,0.4923,drive_db:high,"{'drive_db': 21.33454014850534, 'mix': 0.4923066485082275}",train
tenor saxophone,2ffb135b-1d0c-57a1-f0c8-5ab3d94ef94b,./Medley-solos-DB/Medley-solos-DB_test-5_2ffb135b-1d0c-57a1-f0c8-5ab3d94ef94b.wav,train,distortion\distortion_2ffb135b-1d0c-57a1-f0c8-5ab3d94ef94b.wav,distortion,0.4645,drive_db:low,"{'drive_db': 14.030018462440154, 'mix': 0.46452893136703777}",train
trumpet,23f9a9fb-71ff-5451-f397-43caee61f0cd,./Medley-solos-DB/Medley-solos-DB_training-6_23f9a9fb-71ff-5451-f397-43caee61f0cd.wav,train,distortion\distortion_23f9a9fb-71ff-5451-f397-43caee61f0cd.wav,distortion,0.3536,drive_db:mid,"{'drive_db': 16.517063783581598, 'mix': 0.353615756481941}",train
trumpet,02291c58-a00c-5f10-f3c4-05bf6f07f03c,./Medley-solos-DB/Medley-solos-DB_training-6_02291c58-a00c-5f10-f3c4-05bf6f07f03c.wav,train,distortion\distortion_02291c58-a00c-5f10-f3c4-05bf6f07f03c.wav,distortion,0.3767,drive_db:high,"{'drive_db': 23.786185778176034, 'mix': 0.37671037938680474}",train
tenor saxophone,4ab48bce-dcba-57f7-ff19-7167a56b6bff,./Medley-solos-DB/Medley-solos-DB_test-5_4ab48bce-dcba-57f7-ff19-7167a56b6bff.wav,train,distortion\distortion_4ab48bce-dcba-57f7-ff19-7167a56b6bff.wav,distortion,0.4952,drive_db:low,"{'drive_db': 14.593624513793289, 'mix': 0.49522535583251787}",train
trumpet,f9af8aa0-fd0a-5feb-faa7-159fb5b0de87,./Medley-solos-DB/Medley-solos-DB_test-6_f9af8aa0-fd0a-5feb-faa7-159fb5b0de87.wav,train,distortion\distortion_f9af8aa0-fd0a-5feb-faa7-159fb5b0de87.wav,distortion,0.3611,drive_db:mid,"{'drive_db': 18.203151025322942, 'mix': 0.3610691898457472}",train
tenor saxophone,63d1d0b7-5bbc-50dc-f73a-b79e00cc458b,./Medley-solos-DB/Medley-solos-DB_test-5_63d1d0b7-5bbc-50dc-f73a-b79e00cc458b.wav,train,distortion\distortion_63d1d0b7-5bbc-50dc-f73a-b79e00cc458b.wav,distortion,0.3109,drive_db:high,"{'drive_db': 22.12779382380825, 'mix': 0.31092743986617183}",train
trumpet,5101dd48-b4c7-57fc-f87a-55dcbc9efc27,./Medley-solos-DB/Medley-solos-DB_test-6_5101dd48-b4c7-57fc-f87a-55dcbc9efc27.wav,train,distortion\distortion_5101dd48-b4c7-57fc-f87a-55dcbc9efc27.wav,distortion,0.3014,drive_db:low,"{'drive_db': 12.449479496370765, 'mix': 0.301434221010454}",train
tenor saxophone,540af430-4ce4-5122-f9a9-e4623984d369,./Medley-solos-DB/Medley-solos-DB_training-5_540af430-4ce4-5122-f9a9-e4623984d369.wav,train,distortion\distortion_540af430-4ce4-5122-f9a9-e4623984d369.wav,distortion,0.4343,drive_db:mid,"{'drive_db': 19.536840166260017, 'mix': 0.43425608577991914}",train
trumpet,d88e8b26-25b6-5b20-f6ab-a390f8a46891,./Medley-solos-DB/Medley-solos-DB_test-6_d88e8b26-25b6-5b20-f6ab-a390f8a46891.wav,train,distortion\distortion_d88e8b26-25b6-5b20-f6ab-a390f8a46891.wav,distortion,0.3442,drive_db:high,"{'drive_db': 21.193319060530992, 'mix': 0.34423228384146093}",train
trumpet,ef20197b-4372-5400-f9d3-28e4afcfa1cc,./Medley-solos-DB/Medley-solos-DB_training-6_ef20197b-4372-5400-f9d3-28e4afcfa1cc.wav,train,distortion\distortion_ef20197b-4372-5400-f9d3-28e4afcfa1cc.wav,distortion,0.4839,drive_db:low,"{'drive_db': 14.73230640463112, 'mix': 0.4839064129570565}",train
trumpet,c82ec4f4-2c40-51eb-ff90-d49a3725fba0,./Medley-solos-DB/Medley-solos-DB_training-6_c82ec4f4-2c40-51eb-ff90-d49a3725fba0.wav,train,distortion\distortion_c82ec4f4-2c40-51eb-ff90-d49a3725fba0.wav,distortion,0.3643,drive_db:mid,"{'drive_db': 17.196556364208444, 'mix': 0.36431182187735633}",train
trumpet,bff9a34e-581f-5daa-f70b-0c0d1b1d8095,./Medley-solos-DB/Medley-solos-DB_training-6_bff9a34e-581f-5daa-f70b-0c0d1b1d8095.wav,train,distortion\distortion_bff9a34e-581f-5daa-f70b-0c0d1b1d8095.wav,distortion,0.4787,drive_db:high,"{'drive_db': 23.41696290077509, 'mix': 0.47867516317675046}",train
trumpet,e51eacc3-18ac-5424-f634-123578f3d57e,./Medley-solos-DB/Medley-solos-DB_test-6_e51eacc3-18ac-5424-f634-123578f3d57e.wav,train,distortion\distortion_e51eacc3-18ac-5424-f634-123578f3d57e.wav,distortion,0.3586,drive_db:low,"{'drive_db': 15.656146267319114, 'mix': 0.35863084160133896}",train
tenor saxophone,d97353e5-2f0a-5ada-f970-5d37e7042f10,./Medley-solos-DB/Medley-solos-DB_validation-5_d97353e5-2f0a-5ada-f970-5d37e7042f10.wav,train,distortion\distortion_d97353e5-2f0a-5ada-f970-5d37e7042f10.wav,distortion,0.3880,drive_db:mid,"{'drive_db': 16.481250270385395, 'mix': 0.3879995143997084}",train
tenor saxophone,1ebf3830-abeb-51f0-f321-c9cf7a1dc8b0,./Medley-solos-DB/Medley-solos-DB_validation-5_1ebf3830-abeb-51f0-f321-c9cf7a1dc8b0.wav,train,distortion\distortion_1ebf3830-abeb-51f0-f321-c9cf7a1dc8b0.wav,distortion,0.4768,drive_db:high,"{'drive_db': 21.183059460564724, 'mix': 0.47677333336236716}",train
tenor saxophone,12c4d04b-039e-58b9-fc53-21e6f63960ca,./Medley-solos-DB/Medley-solos-DB_training-5_12c4d04b-039e-58b9-fc53-21e6f63960ca.wav,train,distortion\distortion_12c4d04b-039e-58b9-fc53-21e6f63960ca.wav,distortion,0.4268,drive_db:low,"{'drive_db': 12.146539767214179, 'mix': 0.42677609392725446}",train
tenor saxophone,40c4e324-d83a-5c22-f6f5-3c1c0b3791af,./Medley-solos-DB/Medley-solos-DB_training-5_40c4e324-d83a-5c22-f6f5-3c1c0b3791af.wav,train,distortion\distortion_40c4e324-d83a-5c22-f6f5-3c1c0b3791af.wav,distortion,0.4953,drive_db:mid,"{'drive_db': 19.624725462992455, 'mix': 0.4953340733612132}",train
tenor saxophone,a2acb7d3-e3af-56d4-f575-b46b464f40c4,./Medley-solos-DB/Medley-solos-DB_test-5_a2acb7d3-e3af-56d4-f575-b46b464f40c4.wav,train,distortion\distortion_a2acb7d3-e3af-56d4-f575-b46b464f40c4.wav,distortion,0.4900,drive_db:high,"{'drive_db': 22.600522397192172, 'mix': 0.489984591404476}",train
trumpet,f190e44e-53a2-532d-f8fc-68408489d300,./Medley-solos-DB/Medley-solos-DB_test-6_f190e44e-53a2-532d-f8fc-68408489d300.wav,train,distortion\distortion_f190e44e-53a2-532d-f8fc-68408489d300.wav,distortion,0.3719,drive_db:low,"{'drive_db': 12.302637850500268, 'mix': 0.37185566919924795}",train
trumpet,39941a1f-8dfc-53a6-f276-682f7077d2e6,./Medley-solos-DB/Medley-solos-DB_test-6_39941a1f-8dfc-53a6-f276-682f7077d2e6.wav,train,distortion\distortion_39941a1f-8dfc-53a6-f276-682f7077d2e6.wav,distortion,0.4962,drive_db:mid,"{'drive_db': 16.034858789306934, 'mix': 0.4962367544381637}",train
tenor saxophone,5322dc2f-0fba-56fa-f630-1f74bcb18bc5,./Medley-solos-DB/Medley-solos-DB_test-5_5322dc2f-0fba-56fa-f630-1f74bcb18bc5.wav,train,distortion\distortion_5322dc2f-0fba-56fa-f630-1f74bcb18bc5.wav,distortion,0.3056,drive_db:high,"{'drive_db': 23.610905915066798, 'mix': 0.3056105112496403}",train
trumpet,28e0787e-367c-5959-f112-dbca700c9740,./Medley-solos-DB/Medley-solos-DB_test-6_28e0787e-367c-5959-f112-dbca700c9740.wav,train,distortion\distortion_28e0787e-367c-5959-f112-dbca700c9740.wav,distortion,0.3734,drive_db:low,"{'drive_db': 12.072530601839064, 'mix': 0.3733938988212732}",train
trumpet,ba26d2ee-900e-5685-f5df-cd667f2b94a4,./Medley-solos-DB/Medley-solos-DB_test-6_ba26d2ee-900e-5685-f5df-cd667f2b94a4.wav,train,distortion\distortion_ba26d2ee-900e-5685-f5df-cd667f2b94a4.wav,distortion,0.4694,drive_db:mid,"{'drive_db': 17.034151867163608, 'mix': 0.46938645544850044}",train
trumpet,b83dcf7f-e20f-5155-fff3-bdec6e726244,./Medley-solos-DB/Medley-solos-DB_test-6_b83dcf7f-e20f-5155-fff3-bdec6e726244.wav,train,distortion\distortion_b83dcf7f-e20f-5155-fff3-bdec6e726244.wav,distortion,0.4581,drive_db:high,"{'drive_db': 20.64193761308745, 'mix': 0.45812989254017145}",train
trumpet,92370f3c-2ba5-5c08-f66c-3284049971bb,./Medley-solos-DB/Medley-solos-DB_test-6_92370f3c-2ba5-5c08-f66c-3284049971bb.wav,train,distortion\distortion_92370f3c-2ba5-5c08-f66c-3284049971bb.wav,distortion,0.3755,drive_db:low,"{'drive_db': 14.217838799962653, 'mix': 0.3754783542809976}",train
tenor saxophone,3cffe2b1-89ca-5b71-fe08-62fb26b6a55a,./Medley-solos-DB/Medley-solos-DB_test-5_3cffe2b1-89ca-5b71-fe08-62fb26b6a55a.wav,train,distortion\distortion_3cffe2b1-89ca-5b71-fe08-62fb26b6a55a.wav,distortion,0.4995,drive_db:mid,"{'drive_db': 16.582879046933513, 'mix': 0.49953826119193423}",train
trumpet,19be3391-5fac-5445-ff1d-90b9055e0ac2,./Medley-solos-DB/Medley-solos-DB_test-6_19be3391-5fac-5445-ff1d-90b9055e0ac2.wav,train,distortion\distortion_19be3391-5fac-5445-ff1d-90b9055e0ac2.wav,distortion,0.3879,drive_db:high,"{'drive_db': 22.471944483686148, 'mix': 0.38787644651359887}",train
trumpet,55efb482-69ee-51d5-fb60-d7155bb1ac59,./Medley-solos-DB/Medley-solos-DB_validation-6_55efb482-69ee-51d5-fb60-d7155bb1ac59.wav,train,distortion\distortion_55efb482-69ee-51d5-fb60-d7155bb1ac59.wav,distortion,0.4811,drive_db:low,"{'drive_db': 13.484510226210926, 'mix': 0.48114564612617106}",train
trumpet,7bad4c46-f4d5-5434-fcd0-ecd580b48b8a,./Medley-solos-DB/Medley-solos-DB_test-6_7bad4c46-f4d5-5434-fcd0-ecd580b48b8a.wav,train,distortion\distortion_7bad4c46-f4d5-5434-fcd0-ecd580b48b8a.wav,distortion,0.4622,drive_db:mid,"{'drive_db': 19.284767232763045, 'mix': 0.46223715767364476}",train
tenor saxophone,2573892e-cf67-53d6-f4bc-943f38ad8e52,./Medley-solos-DB/Medley-solos-DB_test-5_2573892e-cf67-53d6-f4bc-943f38ad8e52.wav,train,distortion\distortion_2573892e-cf67-53d6-f4bc-943f38ad8e52.wav,distortion,0.4776,drive_db:high,"{'drive_db': 22.46479389184957, 'mix': 0.47759131653916037}",train
tenor saxophone,b42cf977-a5ee-5e8c-f0f0-4073aaf91164,./Medley-solos-DB/Medley-solos-DB_test-5_b42cf977-a5ee-5e8c-f0f0-4073aaf91164.wav,train,distortion\distortion_b42cf977-a5ee-5e8c-f0f0-4073aaf91164.wav,distortion,0.4407,drive_db:low,"{'drive_db': 13.19711348848828, 'mix': 0.44074122703265783}",train
trumpet,03f52810-d638-59ec-fac6-c4e5df03dff6,./Medley-solos-DB/Medley-solos-DB_training-6_03f52810-d638-59ec-fac6-c4e5df03dff6.wav,train,distortion\distortion_03f52810-d638-59ec-fac6-c4e5df03dff6.wav,distortion,0.4200,drive_db:mid,"{'drive_db': 17.61779096956757, 'mix': 0.4199997617119384}",train
tenor saxophone,f4473204-d920-547d-fea1-d9a927507e71,./Medley-solos-DB/Medley-solos-DB_test-5_f4473204-d920-547d-fea1-d9a927507e71.wav,train,distortion\distortion_f4473204-d920-547d-fea1-d9a927507e71.wav,distortion,0.4969,drive_db:high,"{'drive_db': 23.99261200245077, 'mix': 0.4969049561350637}",train
trumpet,bca9b0ee-ea53-5a38-fee4-b177f1e4028a,./Medley-solos-DB/Medley-solos-DB_test-6_bca9b0ee-ea53-5a38-fee4-b177f1e4028a.wav,train,distortion\distortion_bca9b0ee-ea53-5a38-fee4-b177f1e4028a.wav,distortion,0.4148,drive_db:low,"{'drive_db': 14.050476065869793, 'mix': 0.41477269043296494}",train
tenor saxophone,afff2d27-9c4e-5c3e-fda0-fb920ea2c531,./Medley-solos-DB/Medley-solos-DB_test-5_afff2d27-9c4e-5c3e-fda0-fb920ea2c531.wav,train,distortion\distortion_afff2d27-9c4e-5c3e-fda0-fb920ea2c531.wav,distortion,0.4971,drive_db:mid,"{'drive_db': 19.589287076549205, 'mix': 0.497127142502771}",train
trumpet,32901550-7bed-568e-f776-600dd2119855,./Medley-solos-DB/Medley-solos-DB_test-6_32901550-7bed-568e-f776-600dd2119855.wav,train,distortion\distortion_32901550-7bed-568e-f776-600dd2119855.wav,distortion,0.3130,drive_db:high,"{'drive_db': 23.114431210504318, 'mix': 0.31303689159172615}",train
tenor saxophone,15d796f3-e5b3-541a-fed5-19878129d569,./Medley-solos-DB/Medley-solos-DB_test-5_15d796f3-e5b3-541a-fed5-19878129d569.wav,train,distortion\distortion_15d796f3-e5b3-541a-fed5-19878129d569.wav,distortion,0.4793,drive_db:low,"{'drive_db': 13.290558937375456, 'mix': 0.4793124679840616}",train
trumpet,2aacf1b7-b5e6-50f8-f9c4-27ffa051a6ed,./Medley-solos-DB/Medley-solos-DB_test-6_2aacf1b7-b5e6-50f8-f9c4-27ffa051a6ed.wav,train,distortion\distortion_2aacf1b7-b5e6-50f8-f9c4-27ffa051a6ed.wav,distortion,0.4484,drive_db:mid,"{'drive_db': 19.073410023401923, 'mix': 0.4484466142048854}",train
tenor saxophone,5601a98d-84e5-5680-f20e-21ff3c5621e0,./Medley-solos-DB/Medley-solos-DB_training-5_5601a98d-84e5-5680-f20e-21ff3c5621e0.wav,train,distortion\distortion_5601a98d-84e5-5680-f20e-21ff3c5621e0.wav,distortion,0.3831,drive_db:high,"{'drive_db': 22.671692921872562, 'mix': 0.3830527699264767}",train
tenor saxophone,a498eb93-babf-56d7-f34c-8c944f9d0f6c,./Medley-solos-DB/Medley-solos-DB_test-5_a498eb93-babf-56d7-f34c-8c944f9d0f6c.wav,train,distortion\distortion_a498eb93-babf-56d7-f34c-8c944f9d0f6c.wav,distortion,0.4618,drive_db:low,"{'drive_db': 13.612965281378807, 'mix': 0.4617864975181602}",train
trumpet,52f5bc9a-4f67-59d2-fcdc-96bd430c147d,./Medley-solos-DB/Medley-solos-DB_test-6_52f5bc9a-4f67-59d2-fcdc-96bd430c147d.wav,train,distortion\distortion_52f5bc9a-4f67-59d2-fcdc-96bd430c147d.wav,distortion,0.4370,drive_db:mid,"{'drive_db': 17.175121167060283, 'mix': 0.4369663745401947}",train
trumpet,5671e950-e0f5-5ede-f457-bdb38716dbaf,./Medley-solos-DB/Medley-solos-DB_training-6_5671e950-e0f5-5ede-f457-bdb38716dbaf.wav,train,distortion\distortion_5671e950-e0f5-5ede-f457-bdb38716dbaf.wav,distortion,0.4689,drive_db:high,"{'drive_db': 22.904834093695825, 'mix': 0.46891119787230573}",train
trumpet,0eadb311-3f5f-53fe-f625-bf5a3f5cd000,./Medley-solos-DB/Medley-solos-DB_test-6_0eadb311-3f5f-53fe-f625-bf5a3f5cd000.wav,train,distortion\distortion_0eadb311-3f5f-53fe-f625-bf5a3f5cd000.wav,distortion,0.4484,drive_db:low,"{'drive_db': 13.279542362828064, 'mix': 0.4483778533676404}",train
tenor saxophone,76923526-f086-5162-f7e9-a89166ce75a7,./Medley-solos-DB/Medley-solos-DB_test-5_76923526-f086-5162-f7e9-a89166ce75a7.wav,train,distortion\distortion_76923526-f086-5162-f7e9-a89166ce75a7.wav,distortion,0.3276,drive_db:mid,"{'drive_db': 16.425959590314747, 'mix': 0.32761234579038095}",train
trumpet,2cf70ed5-7887-53cd-ffa4-63650c3d4aa9,./Medley-solos-DB/Medley-solos-DB_test-6_2cf70ed5-7887-53cd-ffa4-63650c3d4aa9.wav,train,distortion\distortion_2cf70ed5-7887-53cd-ffa4-63650c3d4aa9.wav,distortion,0.3110,drive_db:high,"{'drive_db': 21.669344160693605, 'mix': 0.3110451552710494}",train
tenor saxophone,71f4088a-9925-5f1f-fc00-afb6750cd807,./Medley-solos-DB/Medley-solos-DB_test-5_71f4088a-9925-5f1f-fc00-afb6750cd807.wav,train,distortion\distortion_71f4088a-9925-5f1f-fc00-afb6750cd807.wav,distortion,0.4804,drive_db:low,"{'drive_db': 15.790793285861353, 'mix': 0.4803791621018721}",train
trumpet,24c0be5a-6aa0-59a3-fa4e-25dc0b91f06d,./Medley-solos-DB/Medley-solos-DB_test-6_24c0be5a-6aa0-59a3-fa4e-25dc0b91f06d.wav,train,distortion\distortion_24c0be5a-6aa0-59a3-fa4e-25dc0b91f06d.wav,distortion,0.4677,drive_db:mid,"{'drive_db': 16.195734782103372, 'mix': 0.4676623443784558}",train
tenor saxophone,2e42e893-0108-5045-f40f-25f7aa5709c2,./Medley-solos-DB/Medley-solos-DB_test-5_2e42e893-0108-5045-f40f-25f7aa5709c2.wav,train,distortion\distortion_2e42e893-0108-5045-f40f-25f7aa5709c2.wav,distortion,0.4404,drive_db:high,"{'drive_db': 22.035496696360102, 'mix': 0.44039257767470996}",train
trumpet,381ddd04-e4ce-5780-f173-2a78ba26f879,./Medley-solos-DB/Medley-solos-DB_training-6_381ddd04-e4ce-5780-f173-2a78ba26f879.wav,train,distortion\distortion_381ddd04-e4ce-5780-f173-2a78ba26f879.wav,distortion,0.4154,drive_db:low,"{'drive_db': 15.547724677192749, 'mix': 0.4153948974155397}",train
tenor saxophone,d88469d6-773d-51d5-fdeb-4171038f4131,./Medley-solos-DB/Medley-solos-DB_test-5_d88469d6-773d-51d5-fdeb-4171038f4131.wav,train,distortion\distortion_d88469d6-773d-51d5-fdeb-4171038f4131.wav,distortion,0.3005,drive_db:mid,"{'drive_db': 16.46530840113852, 'mix': 0.30051572209731725}",train
tenor saxophone,9e8e7f7c-862e-5db2-fa69-5229b767bc71,./Medley-solos-DB/Medley-solos-DB_test-5_9e8e7f7c-862e-5db2-fa69-5229b767bc71.wav,train,distortion\distortion_9e8e7f7c-862e-5db2-fa69-5229b767bc71.wav,distortion,0.4898,drive_db:high,"{'drive_db': 21.987686129005787, 'mix': 0.48984642642487203}",train
tenor saxophone,7be986fd-e5ba-505f-f267-43d3db9fd74d,./Medley-solos-DB/Medley-solos-DB_test-5_7be986fd-e5ba-505f-f267-43d3db9fd74d.wav,train,distortion\distortion_7be986fd-e5ba-505f-f267-43d3db9fd74d.wav,distortion,0.3746,drive_db:low,"{'drive_db': 14.290487486452783, 'mix': 0.37458782761764586}",train
trumpet,031c8faf-888d-5dff-f2d2-09175fa6de2e,./Medley-solos-DB/Medley-solos-DB_training-6_031c8faf-888d-5dff-f2d2-09175fa6de2e.wav,train,distortion\distortion_031c8faf-888d-5dff-f2d2-09175fa6de2e.wav,distortion,0.4830,drive_db:mid,"{'drive_db': 16.123688068323652, 'mix': 0.48299588345564004}",train
tenor saxophone,8597c195-8437-5112-f3cd-6180a02b094b,./Medley-solos-DB/Medley-solos-DB_test-5_8597c195-8437-5112-f3cd-6180a02b094b.wav,train,distortion\distortion_8597c195-8437-5112-f3cd-6180a02b094b.wav,distortion,0.4410,drive_db:high,"{'drive_db': 21.30862664343217, 'mix': 0.44095548026301923}",train
tenor saxophone,ec933d49-5e1c-5bcf-f78b-e67041c685e1,./Medley-solos-DB/Medley-solos-DB_test-5_ec933d49-5e1c-5bcf-f78b-e67041c685e1.wav,train,distortion\distortion_ec933d49-5e1c-5bcf-f78b-e67041c685e1.wav,distortion,0.3508,drive_db:low,"{'drive_db': 14.776948808445859, 'mix': 0.35077663227374956}",train
trumpet,1d479197-a464-54d8-fb6a-2c21e860bd45,./Medley-solos-DB/Medley-solos-DB_training-6_1d479197-a464-54d8-fb6a-2c21e860bd45.wav,train,distortion\distortion_1d479197-a464-54d8-fb6a-2c21e860bd45.wav,distortion,0.3770,drive_db:mid,"{'drive_db': 16.255110025842903, 'mix': 0.3770000757343687}",train
tenor saxophone,4ff8b824-0c5e-57b5-ff64-cd9a31abcaf3,./Medley-solos-DB/Medley-solos-DB_test-5_4ff8b824-0c5e-57b5-ff64-cd9a31abcaf3.wav,train,distortion\distortion_4ff8b824-0c5e-57b5-ff64-cd9a31abcaf3.wav,distortion,0.4401,drive_db:high,"{'drive_db': 21.2685240553488, 'mix': 0.4400512797744651}",train
tenor saxophone,d8b45f7c-02a5-548c-fc65-812f3ab119bc,./Medley-solos-DB/Medley-solos-DB_test-5_d8b45f7c-02a5-548c-fc65-812f3ab119bc.wav,train,distortion\distortion_d8b45f7c-02a5-548c-fc65-812f3ab119bc.wav,distortion,0.3445,drive_db:low,"{'drive_db': 15.279129982639356, 'mix': 0.34448908347833496}",train
